# 
# -- Phylter v. 0.9 -- 
# Thu Feb  3 22:50:27 2022
# 
# 
# 
# PARAMETERS
# 
# bvalue=0
# distance=patristic
# k=3
# Norm=TRUE
# test.island=TRUE
# verbose=TRUE
# stop.criteria=1e-05
# 
# SUMMARY
# 
# Total number of outliers detected: 3783
# Number of complete gene outliers : 1
# Number of complete species outliers : 0
# Initial score of the compromise: 0.784132117504409
# Final score of the compromise: 0.832310489889332
# Gain: 4.82% 
# Loss (data filtering): 0.6% 
# Outlier gene(s) detected: ENSG00000178363_CALML3
# 
# OUTLIERS (contains complete outliers)
# 
# Genes	Species
ENSG00000011454_RABGAP1	Ursus_arctos
ENSG00000011454_RABGAP1	Leptonychotes_weddellii
ENSG00000011523_CEP68	Canis_familiaris
ENSG00000012223_LTF	Gulo_gulo
ENSG00000012223_LTF	Arctocephalus_gazella
ENSG00000012223_LTF	Leptonychotes_weddellii
ENSG00000012504_NR1H4	Leptonychotes_weddellii
ENSG00000013374_NUB1	Puma_concolor
ENSG00000018869_ZNF582	Mellivora_capensis
ENSG00000020256_ZFP64	Panthera_tigris
ENSG00000021645_NRXN3	Panthera_tigris
ENSG00000023839_ABCC2	Potos_flavus
ENSG00000025800_KPNA6	Taxidea_taxus
ENSG00000033100_CHPF2	Taxidea_taxus
ENSG00000034239_EFCAB1	Ursus_americanus
ENSG00000034239_EFCAB1	Arctocephalus_gazella
ENSG00000034971_MYOC	Enhydra_lutris
ENSG00000036565_SLC18A1	Gulo_gulo
ENSG00000039987_BEST2	Puma_concolor
ENSG00000043355_ZIC2	Panthera_tigris
ENSG00000043355_ZIC2	Ursus_maritimus
ENSG00000047457_CP	Hyaena_hyaena
ENSG00000047457_CP	Mungos_mungo
ENSG00000047457_CP	Bassariscus_sumichrasti
ENSG00000047849_MAP4	Manis_javanica
ENSG00000048545_GUCA1A	Lynx_pardinus
ENSG00000048545_GUCA1A	Panthera_tigris
ENSG00000048545_GUCA1A	Acinonyx_jubatus
ENSG00000048828_FAM120A	Bassariscus_sumichrasti
ENSG00000048828_FAM120A	Panthera_leo
ENSG00000048828_FAM120A	Ursus_americanus
ENSG00000048828_FAM120A	Spilogale_gracilis
ENSG00000049860_HEXB	Suricata_suricatta
ENSG00000049860_HEXB	Neofelis_nebulosa
ENSG00000049860_HEXB	Taxidea_taxus
ENSG00000049860_HEXB	Arctocephalus_gazella
ENSG00000050748_MAPK9	Manis_javanica
ENSG00000053770_AP5M1	Gulo_gulo
ENSG00000055732_MCOLN3	Neofelis_nebulosa
ENSG00000055813_CCDC85A	Taxidea_taxus
ENSG00000055917_PUM2	Phoca_vitulina
ENSG00000055917_PUM2	Crocuta_Crocuta
ENSG00000055917_PUM2	Suricata_suricatta
ENSG00000055917_PUM2	Panthera_onca
ENSG00000055917_PUM2	Neofelis_nebulosa
ENSG00000055917_PUM2	Taxidea_taxus
ENSG00000055917_PUM2	Lutra_lutra
ENSG00000055917_PUM2	Ursus_arctos
ENSG00000055917_PUM2	Potos_flavus
ENSG00000056558_TRAF1	Lycaon_pictus
ENSG00000057252_SOAT1	Odobenus_rosmarus
ENSG00000059377_TBXAS1	Helogale_parvula
ENSG00000059377_TBXAS1	Mellivora_capensis
ENSG00000059377_TBXAS1	Pteronura_brasiliensis
ENSG00000059377_TBXAS1	Procyon_lotor
ENSG00000060138_YBX3	Bassariscus_sumichrasti
ENSG00000060138_YBX3	Arctocephalus_gazella
ENSG00000061918_GUCY1B3	Bassariscus_sumichrasti
ENSG00000061918_GUCY1B3	Arctocephalus_gazella
ENSG00000063127_SLC6A16	Ailuropoda_melanoleuca
ENSG00000063127_SLC6A16	Potos_flavus
ENSG00000063127_SLC6A16	Neovison_vison
ENSG00000063127_SLC6A16	Canis_familiaris
ENSG00000063127_SLC6A16	Eumetopias_jubatus
ENSG00000063127_SLC6A16	Leptonychotes_weddellii
ENSG00000063177_RPL18	Felis_catus
ENSG00000063587_ZNF275	Panthera_leo
ENSG00000064300_NGFR	Spilogale_gracilis
ENSG00000064932_SBNO2	Manis_javanica
ENSG00000064989_CALCRL	Enhydra_lutris
ENSG00000064989_CALCRL	Vulpes_vulpes
ENSG00000064999_ANKS1A	Manis_javanica
ENSG00000065150_IPO5	Taxidea_taxus
ENSG00000065150_IPO5	Ursus_americanus
ENSG00000066735_KIF26A	Nasua_narica
ENSG00000067064_IDI1	Enhydra_lutris
ENSG00000069275_NUCKS1	Felis_catus
ENSG00000069998_HDHD5	Manis_javanica
ENSG00000070061_ELP1	Gulo_gulo
ENSG00000070081_NUCB2	Ursus_americanus
ENSG00000070476_ZXDC	Taxidea_taxus
ENSG00000071859_FAM50A	Ailurus_fulgens
ENSG00000071859_FAM50A	Neomonachus_schauinslandi
ENSG00000073050_XRCC1	Hyaena_hyaena
ENSG00000073050_XRCC1	Nasua_narica
ENSG00000073050_XRCC1	Procyon_lotor
ENSG00000073050_XRCC1	Phoca_vitulina
ENSG00000073670_ADAM11	Odobenus_rosmarus
ENSG00000076258_FMO4	Manis_javanica
ENSG00000076604_TRAF4	Manis_javanica
ENSG00000076641_PAG1	Manis_javanica
ENSG00000076685_NT5C2	Panthera_onca
ENSG00000077721_UBE2A	Felis_catus
ENSG00000077721_UBE2A	Taxidea_taxus
ENSG00000077721_UBE2A	Mustela_putorius
ENSG00000077721_UBE2A	Canis_familiaris
ENSG00000077721_UBE2A	Mirounga_angustirostris
ENSG00000077782_FGFR1	Lutra_lutra
ENSG00000078018_MAP2	Canis_familiaris
ENSG00000078589_P2RY10	Gulo_gulo
ENSG00000079313_REXO1	Panthera_tigris
ENSG00000079313_REXO1	Acinonyx_jubatus
ENSG00000079950_STX7	Taxidea_taxus
ENSG00000082175_PGR	Otocyon_megalotis
ENSG00000083123_BCKDHB	Mellivora_capensis
ENSG00000083123_BCKDHB	Cryptoprocta_ferox
ENSG00000083123_BCKDHB	Spilogale_gracilis
ENSG00000083720_OXCT1	Cryptoprocta_ferox
ENSG00000084764_MAPRE3	Lynx_pardinus
ENSG00000084764_MAPRE3	Panthera_tigris
ENSG00000085377_PREP	Bassariscus_sumichrasti
ENSG00000085465_OVGP1	Panthera_pardus
ENSG00000085872_CHERP	Ailuropoda_melanoleuca
ENSG00000086475_SEPHS1	Procyon_lotor
ENSG00000086475_SEPHS1	Eumetopias_jubatus
ENSG00000088543_C3orf18	Taxidea_taxus
ENSG00000088543_C3orf18	Procyon_lotor
ENSG00000088766_CRLS1	Manis_javanica
ENSG00000089006_SNX5	Gulo_gulo
ENSG00000089006_SNX5	Arctocephalus_gazella
ENSG00000089169_RPH3A	Paradoxurus_hermaphroditus
ENSG00000089199_CHGB	Manis_javanica
ENSG00000089505_CMTM1	Panthera_pardus
ENSG00000090316_MAEA	Panthera_tigris
ENSG00000090621_PABPC4	Spilogale_gracilis
ENSG00000090621_PABPC4	Arctocephalus_gazella
ENSG00000091640_SPAG7	Acinonyx_jubatus
ENSG00000092094_OSGEP	Vulpes_vulpes
ENSG00000092607_TBX15	Gulo_gulo
ENSG00000092969_TGFB2	Vulpes_vulpes
ENSG00000093144_ECHDC1	Canis_familiaris
ENSG00000095932_SMIM24	Gulo_gulo
ENSG00000095932_SMIM24	Ursus_maritimus
ENSG00000095932_SMIM24	Odobenus_rosmarus
ENSG00000096088_PGC	Lynx_pardinus
ENSG00000096088_PGC	Gulo_gulo
ENSG00000096088_PGC	Ursus_americanus
ENSG00000099783_HNRNPM	Gulo_gulo
ENSG00000099864_PALM	Puma_concolor
ENSG00000099864_PALM	Ursus_maritimus
ENSG00000099864_PALM	Spilogale_gracilis
ENSG00000099889_ARVCF	Taxidea_taxus
ENSG00000099889_ARVCF	Arctocephalus_gazella
ENSG00000099899_TRMT2A	Manis_javanica
ENSG00000099899_TRMT2A	Arctocephalus_gazella
ENSG00000099904_ZDHHC8	Manis_javanica
ENSG00000099904_ZDHHC8	Potos_flavus
ENSG00000099917_MED15	Manis_javanica
ENSG00000100012_SEC14L3	Proteles_septentrionalis
ENSG00000100012_SEC14L3	Gulo_gulo
ENSG00000100075_SLC25A1	Manis_javanica
ENSG00000100079_LGALS2	Procyon_lotor
ENSG00000100106_TRIOBP	Panthera_leo
ENSG00000100106_TRIOBP	Arctocephalus_gazella
ENSG00000100139_MICALL1	Bassariscus_sumichrasti
ENSG00000100228_RAB36	Manis_javanica
ENSG00000100321_SYNGR1	Paradoxurus_hermaphroditus
ENSG00000100714_MTHFD1	Lycaon_pictus
ENSG00000100865_CINP	Manis_javanica
ENSG00000100949_RABGGTA	Arctocephalus_gazella
ENSG00000101004_NINL	Manis_javanica
ENSG00000101144_BMP7	Taxidea_taxus
ENSG00000101180_HRH3	Acinonyx_jubatus
ENSG00000101182_PSMA7	Felis_catus
ENSG00000101198_NKAIN4	Panthera_pardus
ENSG00000101198_NKAIN4	Gulo_gulo
ENSG00000101198_NKAIN4	Enhydra_lutris
ENSG00000101198_NKAIN4	Ursus_maritimus
ENSG00000101198_NKAIN4	Odobenus_rosmarus
ENSG00000101331_CCM2L	Arctocephalus_gazella
ENSG00000101353_MROH8	Panthera_onca
ENSG00000101353_MROH8	Pteronura_brasiliensis
ENSG00000101353_MROH8	Ailurus_fulgens
ENSG00000101353_MROH8	Neomonachus_schauinslandi
ENSG00000101421_CHMP4B	Taxidea_taxus
ENSG00000101460_MAP1LC3A	Taxidea_taxus
ENSG00000101474_APMAP	Manis_javanica
ENSG00000101574_METTL4	Arctocephalus_gazella
ENSG00000101695_RNF125	Manis_javanica
ENSG00000101888_NXT2	Lynx_pardinus
ENSG00000101888_NXT2	Panthera_tigris
ENSG00000101888_NXT2	Gulo_gulo
ENSG00000101940_WDR13	Arctocephalus_gazella
ENSG00000101945_SUV39H1	Proteles_cristatus
ENSG00000101945_SUV39H1	Ursus_maritimus
ENSG00000101945_SUV39H1	Arctocephalus_gazella
ENSG00000101997_CCDC22	Mellivora_capensis
ENSG00000102144_PGK1	Mustela_putorius
ENSG00000102466_FGF14	Mustela_putorius
ENSG00000102710_SUPT20H	Taxidea_taxus
ENSG00000102710_SUPT20H	Ursus_americanus
ENSG00000102710_SUPT20H	Arctocephalus_gazella
ENSG00000103184_SEC14L5	Acinonyx_jubatus
ENSG00000103310_ZP2	Taxidea_taxus
ENSG00000103310_ZP2	Procyon_lotor
ENSG00000103310_ZP2	Arctocephalus_gazella
ENSG00000103335_PIEZO1	Ursus_maritimus
ENSG00000103489_XYLT1	Manis_javanica
ENSG00000103569_AQP9	Helogale_parvula
ENSG00000103569_AQP9	Procyon_lotor
ENSG00000103642_LACTB	Manis_javanica
ENSG00000103742_IGDCC4	Arctocephalus_gazella
ENSG00000104043_ATP8B4	Panthera_onca
ENSG00000104043_ATP8B4	Gulo_gulo
ENSG00000104043_ATP8B4	Arctocephalus_gazella
ENSG00000104321_TRPA1	Zalophus_californianus
ENSG00000104321_TRPA1	Gulo_gulo
ENSG00000104529_EEF1D	Acinonyx_jubatus
ENSG00000104643_MTMR9	Proteles_cristatus
ENSG00000104643_MTMR9	Potos_flavus
ENSG00000104863_LIN7B	Taxidea_taxus
ENSG00000104863_LIN7B	Neovison_vison
ENSG00000104863_LIN7B	Procyon_lotor
ENSG00000104863_LIN7B	Leptonychotes_weddellii
ENSG00000104879_CKM	Panthera_leo
ENSG00000104885_DOT1L	Puma_concolor
ENSG00000104969_SGTA	Manis_javanica
ENSG00000104973_MED25	Lutra_lutra
ENSG00000105618_PRPF31	Arctocephalus_gazella
ENSG00000105643_ARRDC2	Panthera_pardus
ENSG00000105656_ELL	Manis_javanica
ENSG00000105679_GAPDHS	Gulo_gulo
ENSG00000105679_GAPDHS	Mirounga_angustirostris
ENSG00000105696_TMEM59L	Manis_javanica
ENSG00000105851_PIK3CG	Otocyon_megalotis
ENSG00000105894_PTN	Nasua_narica
ENSG00000105894_PTN	Arctocephalus_gazella
ENSG00000105968_H2AFV	Panthera_tigris
ENSG00000105968_H2AFV	Mustela_putorius
ENSG00000105968_H2AFV	Odobenus_rosmarus
ENSG00000105968_H2AFV	Paradoxurus_hermaphroditus
ENSG00000105968_H2AFV	Felis_catus
ENSG00000105968_H2AFV	Taxidea_taxus
ENSG00000105968_H2AFV	Ailuropoda_melanoleuca
ENSG00000105968_H2AFV	Ursus_thibetanus
ENSG00000105968_H2AFV	Procyon_lotor
ENSG00000105968_H2AFV	Canis_familiaris
ENSG00000105968_H2AFV	Leptonychotes_weddellii
ENSG00000105974_CAV1	Paradoxurus_hermaphroditus
ENSG00000105993_DNAJB6	Odobenus_rosmarus
ENSG00000105993_DNAJB6	Leptonychotes_weddellii
ENSG00000106004_HOXA5	Cryptoprocta_ferox
ENSG00000106004_HOXA5	Panthera_onca
ENSG00000106004_HOXA5	Ursus_arctos
ENSG00000106004_HOXA5	Spilogale_gracilis
ENSG00000106113_CRHR2	Panthera_onca
ENSG00000106113_CRHR2	Leptonychotes_weddellii
ENSG00000106278_PTPRZ1	Canis_familiaris
ENSG00000106615_RHEB	Paradoxurus_hermaphroditus
ENSG00000106723_SPIN1	Procyon_lotor
ENSG00000106723_SPIN1	Cryptoprocta_ferox
ENSG00000106723_SPIN1	Arctocephalus_gazella
ENSG00000107372_ZFAND5	Gulo_gulo
ENSG00000107443_CCNJ	Vulpes_vulpes
ENSG00000108179_PPIF	Paradoxurus_hermaphroditus
ENSG00000108179_PPIF	Taxidea_taxus
ENSG00000108312_UBTF	Panthera_onca
ENSG00000108561_C1QBP	Crocuta_Crocuta
ENSG00000108561_C1QBP	Felis_catus
ENSG00000109063_MYH3	Gulo_gulo
ENSG00000109103_UNC119	Felis_catus
ENSG00000109184_DCUN1D4	Procyon_lotor
ENSG00000109184_DCUN1D4	Leptonychotes_weddellii
ENSG00000109475_RPL34	Taxidea_taxus
ENSG00000109606_DHX15	Ailurus_fulgens
ENSG00000109686_SH3D19	Arctocephalus_gazella
ENSG00000109943_CRTAM	Manis_javanica
ENSG00000110042_DTX4	Panthera_onca
ENSG00000110042_DTX4	Taxidea_taxus
ENSG00000110042_DTX4	Ursus_arctos
ENSG00000110042_DTX4	Nasua_narica
ENSG00000110171_TRIM3	Gulo_gulo
ENSG00000110455_ACCS	Helogale_parvula
ENSG00000110455_ACCS	Mellivora_capensis
ENSG00000110871_COQ5	Manis_javanica
ENSG00000111046_MYF6	Lycaon_pictus
ENSG00000111046_MYF6	Otocyon_megalotis
ENSG00000111049_MYF5	Vulpes_vulpes
ENSG00000111245_MYL2	Arctocephalus_gazella
ENSG00000111276_CDKN1B	Lynx_pardinus
ENSG00000111344_RASAL1	Crocuta_Crocuta
ENSG00000111344_RASAL1	Helogale_parvula
ENSG00000111344_RASAL1	Paradoxurus_hermaphroditus
ENSG00000111348_ARHGDIB	Manis_javanica
ENSG00000111371_SLC38A1	Manis_javanica
ENSG00000111665_CDCA3	Arctocephalus_gazella
ENSG00000111674_ENO2	Leptonychotes_weddellii
ENSG00000111711_GOLT1B	Nasua_narica
ENSG00000111875_ASF1A	Lynx_pardinus
ENSG00000111875_ASF1A	Mungos_mungo
ENSG00000112078_KCTD20	Manis_javanica
ENSG00000112245_PTP4A1	Mustela_putorius
ENSG00000112245_PTP4A1	Gulo_gulo
ENSG00000112305_SMAP1	Manis_javanica
ENSG00000112319_EYA4	Manis_javanica
ENSG00000112333_NR2E1	Arctocephalus_gazella
ENSG00000112337_SLC17A2	Leptonychotes_weddellii
ENSG00000112394_SLC16A10	Manis_javanica
ENSG00000112699_GMDS	Bassariscus_sumichrasti
ENSG00000112761_WISP3	Vulpes_vulpes
ENSG00000112852_PCDHB2	Suricata_suricatta
ENSG00000112893_MAN2A1	Gulo_gulo
ENSG00000113460_BRIX1	Gulo_gulo
ENSG00000114115_RBP1	Ursus_maritimus
ENSG00000114115_RBP1	Taxidea_taxus
ENSG00000114126_TFDP2	Helogale_parvula
ENSG00000114126_TFDP2	Prionailurus_bengalensis
ENSG00000114126_TFDP2	Arctocephalus_gazella
ENSG00000114126_TFDP2	Leptonychotes_weddellii
ENSG00000114279_FGF12	Otocyon_megalotis
ENSG00000114480_GBE1	Gulo_gulo
ENSG00000114503_NCBP2	Ailuropoda_melanoleuca
ENSG00000114646_CSPG5	Manis_javanica
ENSG00000114650_SCAP	Manis_javanica
ENSG00000114686_MRPL3	Taxidea_taxus
ENSG00000114686_MRPL3	Pteronura_brasiliensis
ENSG00000114686_MRPL3	Procyon_lotor
ENSG00000114686_MRPL3	Arctocephalus_gazella
ENSG00000114770_ABCC5	Taxidea_taxus
ENSG00000114770_ABCC5	Ursus_thibetanus
ENSG00000114770_ABCC5	Ailurus_fulgens
ENSG00000114770_ABCC5	Procyon_lotor
ENSG00000114770_ABCC5	Phoca_vitulina
ENSG00000114790_ARHGEF26	Canis_familiaris
ENSG00000114859_CLCN2	Procyon_lotor
ENSG00000115267_IFIH1	Manis_javanica
ENSG00000115350_POLE4	Mungos_mungo
ENSG00000115594_IL1R1	Neovison_vison
ENSG00000115594_IL1R1	Leptonychotes_weddellii
ENSG00000115616_SLC9A2	Potos_flavus
ENSG00000115616_SLC9A2	Taxidea_taxus
ENSG00000115616_SLC9A2	Neovison_vison
ENSG00000115616_SLC9A2	Ursus_thibetanus
ENSG00000115828_QPCT	Manis_javanica
ENSG00000115875_SRSF7	Puma_concolor
ENSG00000116005_PCYOX1	Vulpes_vulpes
ENSG00000116120_FARSB	Felis_catus
ENSG00000116157_GPX7	Vulpes_vulpes
ENSG00000116329_OPRD1	Acinonyx_jubatus
ENSG00000116329_OPRD1	Panthera_tigris
ENSG00000116473_RAP1A	Manis_javanica
ENSG00000116473_RAP1A	Felis_catus
ENSG00000116473_RAP1A	Gulo_gulo
ENSG00000116473_RAP1A	Mustela_putorius
ENSG00000116473_RAP1A	Ailuropoda_melanoleuca
ENSG00000116473_RAP1A	Canis_familiaris
ENSG00000116574_RHOU	Paradoxurus_hermaphroditus
ENSG00000116663_FBXO6	Paradoxurus_hermaphroditus
ENSG00000116663_FBXO6	Puma_concolor
ENSG00000116663_FBXO6	Leptonychotes_weddellii
ENSG00000116745_RPE65	Otocyon_megalotis
ENSG00000116981_NT5C1A	Otocyon_megalotis
ENSG00000117143_UAP1	Arctocephalus_gazella
ENSG00000117143_UAP1	Leptonychotes_weddellii
ENSG00000117153_KLHL12	Arctocephalus_gazella
ENSG00000117155_SSX2IP	Paradoxurus_hermaphroditus
ENSG00000117394_SLC2A1	Spilogale_gracilis
ENSG00000117523_PRRC2C	Manis_javanica
ENSG00000117593_DARS2	Callorhinus_ursinus
ENSG00000118007_STAG1	Gulo_gulo
ENSG00000118197_DDX59	Manis_javanica
ENSG00000118407_FILIP1	Manis_javanica
ENSG00000118420_UBE3D	Manis_javanica
ENSG00000118515_SGK1	Arctocephalus_gazella
ENSG00000118689_FOXO3	Manis_javanica
ENSG00000118707_TGIF2	Neofelis_nebulosa
ENSG00000118707_TGIF2	Lutra_lutra
ENSG00000118707_TGIF2	Arctocephalus_gazella
ENSG00000118707_TGIF2	Mirounga_angustirostris
ENSG00000118804_STBD1	Mustela_putorius
ENSG00000118804_STBD1	Enhydra_lutris
ENSG00000118971_CCND2	Manis_javanica
ENSG00000119280_C1orf198	Manis_javanica
ENSG00000119392_GLE1	Manis_javanica
ENSG00000119408_NEK6	Potos_flavus
ENSG00000119514_GALNT12	Manis_javanica
ENSG00000119541_VPS4B	Panthera_onca
ENSG00000119541_VPS4B	Neovison_vison
ENSG00000119541_VPS4B	Mirounga_angustirostris
ENSG00000119707_RBM25	Arctocephalus_gazella
ENSG00000119772_DNMT3A	Gulo_gulo
ENSG00000119888_EPCAM	Ursus_americanus
ENSG00000119888_EPCAM	Procyon_lotor
ENSG00000119888_EPCAM	Vulpes_vulpes
ENSG00000119922_IFIT2	Neovison_vison
ENSG00000119922_IFIT2	Ursus_thibetanus
ENSG00000120053_GOT1	Gulo_gulo
ENSG00000120075_HOXB5	Ursus_thibetanus
ENSG00000120075_HOXB5	Vulpes_vulpes
ENSG00000120329_SLC25A2	Arctocephalus_gazella
ENSG00000120370_GORAB	Manis_javanica
ENSG00000120451_SNX19	Lycaon_pictus
ENSG00000120458_MSANTD2	Manis_javanica
ENSG00000120675_DNAJC15	Helogale_parvula
ENSG00000120675_DNAJC15	Mellivora_capensis
ENSG00000120733_KDM3B	Felis_catus
ENSG00000120837_NFYB	Felis_catus
ENSG00000121351_IAPP	Manis_javanica
ENSG00000122254_HS3ST2	Gulo_gulo
ENSG00000122299_ZC3H7A	Prionailurus_bengalensis
ENSG00000122299_ZC3H7A	Neovison_vison
ENSG00000122299_ZC3H7A	Nasua_narica
ENSG00000122299_ZC3H7A	Arctocephalus_gazella
ENSG00000122386_ZNF205	Crocuta_Crocuta
ENSG00000122386_ZNF205	Paradoxurus_hermaphroditus
ENSG00000122386_ZNF205	Neovison_vison
ENSG00000122386_ZNF205	Pteronura_brasiliensis
ENSG00000122386_ZNF205	Procyon_lotor
ENSG00000122786_CALD1	Otocyon_megalotis
ENSG00000123104_ITPR2	Paradoxurus_hermaphroditus
ENSG00000123104_ITPR2	Felis_catus
ENSG00000123104_ITPR2	Neofelis_nebulosa
ENSG00000123104_ITPR2	Ursus_americanus
ENSG00000123104_ITPR2	Leptonychotes_weddellii
ENSG00000123104_ITPR2	Cryptoprocta_ferox
ENSG00000123104_ITPR2	Mustela_putorius
ENSG00000123104_ITPR2	Ailurus_fulgens
ENSG00000123104_ITPR2	Canis_familiaris
ENSG00000123104_ITPR2	Otocyon_megalotis
ENSG00000123104_ITPR2	Odobenus_rosmarus
ENSG00000123146_ADGRE5	Pteronura_brasiliensis
ENSG00000123146_ADGRE5	Arctocephalus_gazella
ENSG00000123154_WDR83	Manis_javanica
ENSG00000123171_CCDC70	Manis_javanica
ENSG00000123307_NEUROD4	Arctocephalus_gazella
ENSG00000123364_HOXC13	Proteles_septentrionalis
ENSG00000123364_HOXC13	Acinonyx_jubatus
ENSG00000123364_HOXC13	Otocyon_megalotis
ENSG00000123415_SMUG1	Vulpes_vulpes
ENSG00000123562_MORF4L2	Arctocephalus_gazella
ENSG00000123576_ESX1	Helogale_parvula
ENSG00000123576_ESX1	Lycaon_pictus
ENSG00000123576_ESX1	Otocyon_megalotis
ENSG00000123600_METTL8	Mungos_mungo
ENSG00000123600_METTL8	Leptonychotes_weddellii
ENSG00000123612_ACVR1C	Canis_familiaris
ENSG00000123700_KCNJ2	Gulo_gulo
ENSG00000124145_SDC4	Manis_javanica
ENSG00000124356_STAMBP	Ailuropoda_melanoleuca
ENSG00000124391_IL17C	Manis_javanica
ENSG00000124449_IRGC	Panthera_tigris
ENSG00000124449_IRGC	Acinonyx_jubatus
ENSG00000124490_CRISP2	Crocuta_Crocuta
ENSG00000124490_CRISP2	Felis_catus
ENSG00000124557_BTN1A1	Crocuta_Crocuta
ENSG00000124596_OARD1	Manis_javanica
ENSG00000124721_DNAH8	Manis_javanica
ENSG00000124721_DNAH8	Pteronura_brasiliensis
ENSG00000124721_DNAH8	Ursus_maritimus
ENSG00000124812_CRISP1	Ailurus_fulgens
ENSG00000125207_PIWIL1	Pteronura_brasiliensis
ENSG00000125207_PIWIL1	Mirounga_angustirostris
ENSG00000125534_PPDPF	Taxidea_taxus
ENSG00000125648_SLC25A23	Potos_flavus
ENSG00000125648_SLC25A23	Lycaon_pictus
ENSG00000125648_SLC25A23	Vulpes_vulpes
ENSG00000125735_TNFSF14	Manis_javanica
ENSG00000125741_OPA3	Canis_familiaris
ENSG00000125775_SDCBP2	Taxidea_taxus
ENSG00000125775_SDCBP2	Mirounga_angustirostris
ENSG00000125775_SDCBP2	Leptonychotes_weddellii
ENSG00000125779_PANK2	Lutra_lutra
ENSG00000125779_PANK2	Procyon_lotor
ENSG00000125780_TGM3	Zalophus_californianus
ENSG00000125788_DEFB126	Gulo_gulo
ENSG00000125788_DEFB126	Ursus_thibetanus
ENSG00000125788_DEFB126	Procyon_lotor
ENSG00000125788_DEFB126	Phoca_vitulina
ENSG00000125810_CD93	Lycaon_pictus
ENSG00000126003_PLAGL2	Gulo_gulo
ENSG00000126003_PLAGL2	Pteronura_brasiliensis
ENSG00000126012_KDM5C	Cryptoprocta_ferox
ENSG00000126246_IGFLR1	Manis_javanica
ENSG00000126262_FFAR2	Mustela_putorius
ENSG00000126262_FFAR2	Arctocephalus_gazella
ENSG00000126803_HSPA2	Gulo_gulo
ENSG00000126858_RHOT1	Panthera_onca
ENSG00000127022_CANX	Manis_javanica
ENSG00000127252_HRASLS	Neofelis_nebulosa
ENSG00000127252_HRASLS	Puma_concolor
ENSG00000127954_STEAP4	Arctocephalus_gazella
ENSG00000128346_C22orf23	Arctocephalus_gazella
ENSG00000128510_CPA4	Prionailurus_bengalensis
ENSG00000128713_HOXD11	Otocyon_megalotis
ENSG00000128918_ALDH1A2	Gulo_gulo
ENSG00000128918_ALDH1A2	Vulpes_vulpes
ENSG00000129195_PIMREG	Puma_concolor
ENSG00000129250_KIF1C	Puma_concolor
ENSG00000129991_TNNI3	Manis_javanica
ENSG00000130348_QRSL1	Manis_javanica
ENSG00000130377_ACSBG2	Arctocephalus_gazella
ENSG00000130427_EPO	Manis_javanica
ENSG00000130508_PXDN	Paradoxurus_hermaphroditus
ENSG00000130508_PXDN	Ursus_thibetanus
ENSG00000130508_PXDN	Procyon_lotor
ENSG00000130508_PXDN	Neomonachus_schauinslandi
ENSG00000130649_CYP2E1	Taxidea_taxus
ENSG00000130764_LRRC47	Manis_javanica
ENSG00000130816_DNMT1	Canis_familiaris
ENSG00000130822_PNCK	Panthera_tigris
ENSG00000130822_PNCK	Acinonyx_jubatus
ENSG00000131051_RBM39	Arctocephalus_gazella
ENSG00000131149_GSE1	Arctocephalus_gazella
