# 
# -- Phylter v. 0.9.3 -- 
# Wed Nov 16 12:13:08 2022
# 
# 
# 
# PARAMETERS
# 
# bvalue=0
# distance=patristic
# k=3
# k2=3
# Norm=median
# Norm.cutoff=0.001
# test.island=TRUE
# verbose=TRUE
# stop.criteria=1e-05
# InitialOnly=FALSE
# normalizeby=row
# 
# CLEANING STEP
# 
# Initial number of genes passed to Phylter: 14463
# Number of genes discarded before the analysis: 0
# Genes discarded: 
# 
# SUMMARY
# 
# Number of genes analyzed: 14463
# Number of species analyzed: 53
# Total number of outliers detected: 7183
# Number of complete gene outliers : 1
# Number of complete species outliers : 0
# Initial score of the compromise: 0.784132117504409
# Final score of the compromise: 0.849662509922961
# Gain: 6.55% 
# Loss (data filtering): 1.13% 
# Outlier gene(s) detected: ENSG00000086967_MYBPC2
# 
# OUTLIERS (including discarded elements, if any)
# 
# Genes	Species
ENSG00000007174_DNAH9	Mustela_putorius
ENSG00000007174_DNAH9	Enhydra_lutris
ENSG00000007174_DNAH9	Ursus_maritimus
ENSG00000007174_DNAH9	Spilogale_gracilis
ENSG00000007174_DNAH9	Canis_familiaris
ENSG00000007174_DNAH9	Neomonachus_schauinslandi
ENSG00000007933_FMO3	Potos_flavus
ENSG00000010295_IFFO1	Crocuta_Crocuta
ENSG00000010295_IFFO1	Panthera_tigris
ENSG00000010295_IFFO1	Puma_concolor
ENSG00000011454_RABGAP1	Leptonychotes_weddellii
ENSG00000012504_NR1H4	Leptonychotes_weddellii
ENSG00000015153_YAF2	Manis_javanica
ENSG00000016490_CLCA1	Proteles_cristatus
ENSG00000016490_CLCA1	Ursus_arctos
ENSG00000016490_CLCA1	Bassariscus_sumichrasti
ENSG00000016490_CLCA1	Phoca_vitulina
ENSG00000016490_CLCA1	Mungos_mungo
ENSG00000016490_CLCA1	Otocyon_megalotis
ENSG00000016490_CLCA1	Leptonychotes_weddellii
ENSG00000018869_ZNF582	Cryptoprocta_ferox
ENSG00000018869_ZNF582	Neofelis_nebulosa
ENSG00000018869_ZNF582	Ailuropoda_melanoleuca
ENSG00000018869_ZNF582	Hyaena_hyaena
ENSG00000018869_ZNF582	Mungos_mungo
ENSG00000018869_ZNF582	Felis_catus
ENSG00000018869_ZNF582	Acinonyx_jubatus
ENSG00000018869_ZNF582	Mellivora_capensis
ENSG00000018869_ZNF582	Mustela_putorius
ENSG00000018869_ZNF582	Canis_familiaris
ENSG00000018869_ZNF582	Odobenus_rosmarus
ENSG00000018869_ZNF582	Neomonachus_schauinslandi
ENSG00000021645_NRXN3	Panthera_tigris
ENSG00000023445_BIRC3	Potos_flavus
ENSG00000023445_BIRC3	Enhydra_lutris
ENSG00000023445_BIRC3	Ursus_arctos
ENSG00000023839_ABCC2	Potos_flavus
ENSG00000025423_HSD17B6	Mellivora_capensis
ENSG00000025423_HSD17B6	Bassariscus_sumichrasti
ENSG00000025423_HSD17B6	Cryptoprocta_ferox
ENSG00000025423_HSD17B6	Lynx_pardinus
ENSG00000025423_HSD17B6	Odobenus_rosmarus
ENSG00000025800_KPNA6	Taxidea_taxus
ENSG00000033100_CHPF2	Taxidea_taxus
ENSG00000034239_EFCAB1	Ursus_americanus
ENSG00000034239_EFCAB1	Arctocephalus_gazella
ENSG00000039987_BEST2	Puma_concolor
ENSG00000042813_ZPBP	Prionailurus_bengalensis
ENSG00000043355_ZIC2	Ursus_maritimus
ENSG00000043355_ZIC2	Phoca_vitulina
ENSG00000043355_ZIC2	Panthera_tigris
ENSG00000044115_CTNNA1	Potos_flavus
ENSG00000044115_CTNNA1	Otocyon_megalotis
ENSG00000047457_CP	Hyaena_hyaena
ENSG00000047457_CP	Mungos_mungo
ENSG00000047457_CP	Bassariscus_sumichrasti
ENSG00000048392_RRM2B	Pteronura_brasiliensis
ENSG00000048392_RRM2B	Paradoxurus_hermaphroditus
ENSG00000048392_RRM2B	Neovison_vison
ENSG00000048392_RRM2B	Ursus_americanus
ENSG00000048392_RRM2B	Potos_flavus
ENSG00000048392_RRM2B	Bassariscus_sumichrasti
ENSG00000048405_ZNF800	Suricata_suricatta
ENSG00000048545_GUCA1A	Panthera_tigris
ENSG00000048828_FAM120A	Spilogale_gracilis
ENSG00000049860_HEXB	Suricata_suricatta
ENSG00000049860_HEXB	Neofelis_nebulosa
ENSG00000049860_HEXB	Taxidea_taxus
ENSG00000055609_KMT2C	Bassariscus_sumichrasti
ENSG00000055732_MCOLN3	Neofelis_nebulosa
ENSG00000055813_CCDC85A	Taxidea_taxus
ENSG00000055917_PUM2	Potos_flavus
ENSG00000056291_NPFFR2	Otocyon_megalotis
ENSG00000056291_NPFFR2	Taxidea_taxus
ENSG00000056291_NPFFR2	Procyon_lotor
ENSG00000057608_GDI2	Prionailurus_bengalensis
ENSG00000057608_GDI2	Helogale_parvula
ENSG00000057608_GDI2	Taxidea_taxus
ENSG00000057608_GDI2	Bassariscus_sumichrasti
ENSG00000059377_TBXAS1	Mellivora_capensis
ENSG00000059377_TBXAS1	Helogale_parvula
ENSG00000059377_TBXAS1	Pteronura_brasiliensis
ENSG00000059377_TBXAS1	Procyon_lotor
ENSG00000060138_YBX3	Bassariscus_sumichrasti
ENSG00000060138_YBX3	Arctocephalus_gazella
ENSG00000061918_GUCY1B3	Bassariscus_sumichrasti
ENSG00000063127_SLC6A16	Neovison_vison
ENSG00000063127_SLC6A16	Potos_flavus
ENSG00000063127_SLC6A16	Leptonychotes_weddellii
ENSG00000063438_AHRR	Phoca_vitulina
ENSG00000063587_ZNF275	Neomonachus_schauinslandi
ENSG00000063587_ZNF275	Panthera_leo
ENSG00000063587_ZNF275	Felis_catus
ENSG00000063587_ZNF275	Panthera_tigris
ENSG00000063587_ZNF275	Acinonyx_jubatus
ENSG00000063587_ZNF275	Mustela_putorius
ENSG00000063587_ZNF275	Enhydra_lutris
ENSG00000063587_ZNF275	Ailuropoda_melanoleuca
ENSG00000063587_ZNF275	Canis_familiaris
ENSG00000063587_ZNF275	Odobenus_rosmarus
ENSG00000064933_PMS1	Phoca_vitulina
ENSG00000065150_IPO5	Taxidea_taxus
ENSG00000065150_IPO5	Ursus_americanus
ENSG00000066405_CLDN18	Mirounga_angustirostris
ENSG00000066405_CLDN18	Enhydra_lutris
ENSG00000066405_CLDN18	Ursus_maritimus
ENSG00000066405_CLDN18	Odobenus_rosmarus
ENSG00000066735_KIF26A	Nasua_narica
ENSG00000067113_PLPP1	Ailuropoda_melanoleuca
ENSG00000067113_PLPP1	Neomonachus_schauinslandi
ENSG00000067113_PLPP1	Odobenus_rosmarus
ENSG00000067715_SYT1	Panthera_pardus
ENSG00000067829_IDH3G	Panthera_tigris
ENSG00000067829_IDH3G	Acinonyx_jubatus
ENSG00000067992_PDK3	Arctocephalus_gazella
ENSG00000069275_NUCKS1	Felis_catus
ENSG00000069812_HES2	Ailurus_fulgens
ENSG00000070081_NUCB2	Ursus_americanus
ENSG00000070614_NDST1	Cryptoprocta_ferox
ENSG00000071859_FAM50A	Ailurus_fulgens
ENSG00000071859_FAM50A	Neomonachus_schauinslandi
ENSG00000073050_XRCC1	Phoca_vitulina
ENSG00000075429_CACNG5	Panthera_onca
ENSG00000075429_CACNG5	Neofelis_nebulosa
ENSG00000075429_CACNG5	Spilogale_gracilis
ENSG00000075429_CACNG5	Phoca_vitulina
ENSG00000075429_CACNG5	Acinonyx_jubatus
ENSG00000075711_DLG1	Ailurus_fulgens
ENSG00000075785_RAB7A	Hyaena_hyaena
ENSG00000076685_NT5C2	Panthera_onca
ENSG00000077721_UBE2A	Felis_catus
ENSG00000077721_UBE2A	Mustela_putorius
ENSG00000077721_UBE2A	Mirounga_angustirostris
ENSG00000078399_HOXA9	Lutra_lutra
ENSG00000078399_HOXA9	Potos_flavus
ENSG00000078399_HOXA9	Prionailurus_bengalensis
ENSG00000078399_HOXA9	Gulo_gulo
ENSG00000078399_HOXA9	Mustela_putorius
ENSG00000079313_REXO1	Panthera_tigris
ENSG00000079950_STX7	Taxidea_taxus
ENSG00000080546_SESN1	Manis_javanica
ENSG00000081154_PCNP	Ursus_americanus
ENSG00000081154_PCNP	Spilogale_gracilis
ENSG00000082701_GSK3B	Potos_flavus
ENSG00000082781_ITGB5	Phoca_vitulina
ENSG00000082996_RNF13	Ailurus_fulgens
ENSG00000083067_TRPM3	Phoca_vitulina
ENSG00000083123_BCKDHB	Spilogale_gracilis
ENSG00000083720_OXCT1	Cryptoprocta_ferox
ENSG00000083750_RRAGB	Proteles_cristatus
ENSG00000083750_RRAGB	Cryptoprocta_ferox
ENSG00000083750_RRAGB	Prionailurus_bengalensis
ENSG00000083750_RRAGB	Taxidea_taxus
ENSG00000083750_RRAGB	Helogale_parvula
ENSG00000083750_RRAGB	Puma_concolor
ENSG00000083750_RRAGB	Pteronura_brasiliensis
ENSG00000083750_RRAGB	Lutra_lutra
ENSG00000083750_RRAGB	Ursus_americanus
ENSG00000084764_MAPRE3	Lynx_pardinus
ENSG00000084764_MAPRE3	Panthera_tigris
ENSG00000084764_MAPRE3	Spilogale_gracilis
ENSG00000085377_PREP	Neofelis_nebulosa
ENSG00000085377_PREP	Bassariscus_sumichrasti
ENSG00000085377_PREP	Felis_catus
ENSG00000085377_PREP	Acinonyx_jubatus
ENSG00000086475_SEPHS1	Eumetopias_jubatus
ENSG00000086475_SEPHS1	Procyon_lotor
ENSG00000086967_MYBPC2	Proteles_cristatus
ENSG00000086967_MYBPC2	Paradoxurus_hermaphroditus
ENSG00000086967_MYBPC2	Panthera_onca
ENSG00000086967_MYBPC2	Eumetopias_jubatus
ENSG00000086967_MYBPC2	Cryptoprocta_ferox
ENSG00000086967_MYBPC2	Panthera_tigris
ENSG00000086967_MYBPC2	Gulo_gulo
ENSG00000086967_MYBPC2	Pteronura_brasiliensis
ENSG00000086967_MYBPC2	Mirounga_angustirostris
ENSG00000088543_C3orf18	Taxidea_taxus
ENSG00000088543_C3orf18	Procyon_lotor
ENSG00000089006_SNX5	Gulo_gulo
ENSG00000089006_SNX5	Arctocephalus_gazella
ENSG00000089063_TMEM230	Nasua_narica
ENSG00000089169_RPH3A	Paradoxurus_hermaphroditus
ENSG00000089505_CMTM1	Panthera_pardus
ENSG00000090060_PAPOLA	Nasua_narica
ENSG00000090060_PAPOLA	Neofelis_nebulosa
ENSG00000090060_PAPOLA	Ursus_americanus
ENSG00000090060_PAPOLA	Leptonychotes_weddellii
ENSG00000090316_MAEA	Panthera_tigris
ENSG00000090402_SI	Prionailurus_bengalensis
ENSG00000090402_SI	Neofelis_nebulosa
ENSG00000090402_SI	Mellivora_capensis
ENSG00000090402_SI	Lutra_lutra
ENSG00000090402_SI	Potos_flavus
ENSG00000090402_SI	Phoca_vitulina
ENSG00000090402_SI	Odobenus_rosmarus
ENSG00000090621_PABPC4	Spilogale_gracilis
ENSG00000092009_CMA1	Cryptoprocta_ferox
ENSG00000092009_CMA1	Neovison_vison
ENSG00000092009_CMA1	Pteronura_brasiliensis
ENSG00000092009_CMA1	Mirounga_angustirostris
ENSG00000092094_OSGEP	Otocyon_megalotis
ENSG00000092607_TBX15	Gulo_gulo
ENSG00000093144_ECHDC1	Canis_familiaris
ENSG00000095932_SMIM24	Ursus_maritimus
ENSG00000095932_SMIM24	Odobenus_rosmarus
ENSG00000096088_PGC	Lynx_pardinus
ENSG00000096088_PGC	Gulo_gulo
ENSG00000096088_PGC	Ursus_americanus
ENSG00000099622_CIRBP	Enhydra_lutris
ENSG00000099783_HNRNPM	Gulo_gulo
ENSG00000099864_PALM	Puma_concolor
ENSG00000099864_PALM	Ursus_maritimus
ENSG00000099864_PALM	Spilogale_gracilis
ENSG00000099889_ARVCF	Taxidea_taxus
ENSG00000100012_SEC14L3	Proteles_cristatus
ENSG00000100012_SEC14L3	Gulo_gulo
ENSG00000100030_MAPK1	Prionailurus_bengalensis
ENSG00000100030_MAPK1	Panthera_pardus
ENSG00000100030_MAPK1	Taxidea_taxus
ENSG00000100030_MAPK1	Pteronura_brasiliensis
ENSG00000100030_MAPK1	Spilogale_gracilis
ENSG00000100030_MAPK1	Bassariscus_sumichrasti
ENSG00000100030_MAPK1	Arctocephalus_gazella
ENSG00000100030_MAPK1	Cryptoprocta_ferox
ENSG00000100030_MAPK1	Helogale_parvula
ENSG00000100030_MAPK1	Felis_catus
ENSG00000100030_MAPK1	Neomonachus_schauinslandi
ENSG00000100106_TRIOBP	Panthera_leo
ENSG00000100106_TRIOBP	Neovison_vison
ENSG00000100106_TRIOBP	Nasua_narica
ENSG00000100106_TRIOBP	Procyon_lotor
ENSG00000100106_TRIOBP	Arctocephalus_gazella
ENSG00000100139_MICALL1	Bassariscus_sumichrasti
ENSG00000100156_SLC16A8	Panthera_tigris
ENSG00000100298_APOBEC3H	Bassariscus_sumichrasti
ENSG00000100298_APOBEC3H	Spilogale_gracilis
ENSG00000100321_SYNGR1	Paradoxurus_hermaphroditus
ENSG00000100345_MYH9	Helogale_parvula
ENSG00000100345_MYH9	Panthera_tigris
ENSG00000100345_MYH9	Acinonyx_jubatus
ENSG00000100345_MYH9	Ursus_maritimus
ENSG00000100362_PVALB	Panthera_leo
ENSG00000100362_PVALB	Neofelis_nebulosa
ENSG00000100362_PVALB	Panthera_pardus
ENSG00000100448_CTSG	Proteles_cristatus
ENSG00000100448_CTSG	Ursus_arctos
ENSG00000100448_CTSG	Bassariscus_sumichrasti
ENSG00000100448_CTSG	Otocyon_megalotis
ENSG00000100614_PPM1A	Neomonachus_schauinslandi
ENSG00000101144_BMP7	Taxidea_taxus
ENSG00000101180_HRH3	Acinonyx_jubatus
ENSG00000101198_NKAIN4	Panthera_pardus
ENSG00000101198_NKAIN4	Gulo_gulo
ENSG00000101198_NKAIN4	Enhydra_lutris
ENSG00000101198_NKAIN4	Ursus_maritimus
ENSG00000101198_NKAIN4	Odobenus_rosmarus
ENSG00000101331_CCM2L	Arctocephalus_gazella
ENSG00000101353_MROH8	Panthera_onca
ENSG00000101353_MROH8	Pteronura_brasiliensis
ENSG00000101353_MROH8	Ailurus_fulgens
ENSG00000101353_MROH8	Neomonachus_schauinslandi
ENSG00000101421_CHMP4B	Taxidea_taxus
ENSG00000101460_MAP1LC3A	Taxidea_taxus
ENSG00000101460_MAP1LC3A	Ailurus_fulgens
ENSG00000101460_MAP1LC3A	Mirounga_angustirostris
ENSG00000101460_MAP1LC3A	Vulpes_vulpes
ENSG00000101608_MYL12A	Suricata_suricatta
ENSG00000101608_MYL12A	Ailurus_fulgens
ENSG00000101608_MYL12A	Phoca_vitulina
ENSG00000101608_MYL12A	Proteles_cristatus
ENSG00000101888_NXT2	Lynx_pardinus
ENSG00000101888_NXT2	Panthera_tigris
ENSG00000101888_NXT2	Gulo_gulo
ENSG00000101911_PRPS2	Ailuropoda_melanoleuca
ENSG00000101945_SUV39H1	Ursus_maritimus
ENSG00000102030_NAA10	Enhydra_lutris
ENSG00000102054_RBBP7	Pteronura_brasiliensis
ENSG00000102699_PARP4	Pteronura_brasiliensis
ENSG00000102710_SUPT20H	Taxidea_taxus
ENSG00000102710_SUPT20H	Ursus_americanus
ENSG00000102710_SUPT20H	Arctocephalus_gazella
ENSG00000102786_INTS6	Manis_javanica
ENSG00000102891_MT4	Mellivora_capensis
ENSG00000102891_MT4	Neomonachus_schauinslandi
ENSG00000102891_MT4	Panthera_tigris
ENSG00000102891_MT4	Potos_flavus
ENSG00000102891_MT4	Bassariscus_sumichrasti
ENSG00000102891_MT4	Canis_familiaris
ENSG00000102891_MT4	Odobenus_rosmarus
ENSG00000103024_NME3	Lynx_pardinus
ENSG00000103024_NME3	Spilogale_gracilis
ENSG00000103024_NME3	Crocuta_Crocuta
ENSG00000103024_NME3	Panthera_tigris
ENSG00000103024_NME3	Acinonyx_jubatus
ENSG00000103024_NME3	Ursus_maritimus
ENSG00000103024_NME3	Potos_flavus
ENSG00000103184_SEC14L5	Acinonyx_jubatus
ENSG00000103310_ZP2	Taxidea_taxus
ENSG00000103310_ZP2	Procyon_lotor
ENSG00000103310_ZP2	Arctocephalus_gazella
ENSG00000103335_PIEZO1	Ursus_maritimus
ENSG00000103569_AQP9	Procyon_lotor
ENSG00000103569_AQP9	Helogale_parvula
ENSG00000104043_ATP8B4	Panthera_onca
ENSG00000104043_ATP8B4	Gulo_gulo
ENSG00000104043_ATP8B4	Arctocephalus_gazella
ENSG00000104518_GSDMD	Cryptoprocta_ferox
ENSG00000104518_GSDMD	Prionailurus_bengalensis
ENSG00000104518_GSDMD	Spilogale_gracilis
ENSG00000104518_GSDMD	Phoca_vitulina
ENSG00000104529_EEF1D	Acinonyx_jubatus
ENSG00000104643_MTMR9	Potos_flavus
ENSG00000104863_LIN7B	Procyon_lotor
ENSG00000104863_LIN7B	Leptonychotes_weddellii
ENSG00000104863_LIN7B	Cryptoprocta_ferox
ENSG00000104863_LIN7B	Odobenus_rosmarus
ENSG00000104879_CKM	Panthera_leo
ENSG00000104885_DOT1L	Puma_concolor
ENSG00000104918_RETN	Bassariscus_sumichrasti
ENSG00000104918_RETN	Lynx_pardinus
ENSG00000104918_RETN	Panthera_tigris
ENSG00000104918_RETN	Acinonyx_jubatus
ENSG00000104918_RETN	Neovison_vison
ENSG00000104918_RETN	Ursus_maritimus
ENSG00000105202_FBL	Gulo_gulo
ENSG00000105202_FBL	Mirounga_angustirostris
ENSG00000105643_ARRDC2	Panthera_pardus
ENSG00000105679_GAPDHS	Mirounga_angustirostris
ENSG00000105894_PTN	Nasua_narica
ENSG00000105968_H2AFV	Panthera_pardus
ENSG00000105993_DNAJB6	Lutra_lutra
ENSG00000105993_DNAJB6	Bassariscus_sumichrasti
ENSG00000105993_DNAJB6	Odobenus_rosmarus
ENSG00000105993_DNAJB6	Leptonychotes_weddellii
ENSG00000106004_HOXA5	Cryptoprocta_ferox
ENSG00000106004_HOXA5	Panthera_onca
ENSG00000106004_HOXA5	Ursus_arctos
ENSG00000106004_HOXA5	Spilogale_gracilis
ENSG00000106113_CRHR2	Panthera_onca
ENSG00000106113_CRHR2	Leptonychotes_weddellii
ENSG00000106261_ZKSCAN1	Phoca_vitulina
ENSG00000106367_AP1S1	Felis_catus
ENSG00000106511_MEOX2	Felis_catus
ENSG00000106511_MEOX2	Panthera_pardus
ENSG00000106511_MEOX2	Ailuropoda_melanoleuca
ENSG00000106511_MEOX2	Potos_flavus
ENSG00000106511_MEOX2	Neomonachus_schauinslandi
ENSG00000106511_MEOX2	Canis_familiaris
ENSG00000106723_SPIN1	Procyon_lotor
ENSG00000106723_SPIN1	Cryptoprocta_ferox
ENSG00000107341_UBE2R2	Ailurus_fulgens
ENSG00000107341_UBE2R2	Neomonachus_schauinslandi
ENSG00000107372_ZFAND5	Paradoxurus_hermaphroditus
ENSG00000107372_ZFAND5	Gulo_gulo
ENSG00000107443_CCNJ	Vulpes_vulpes
ENSG00000108100_CCNY	Neofelis_nebulosa
ENSG00000108100_CCNY	Mellivora_capensis
ENSG00000108100_CCNY	Enhydra_lutris
ENSG00000108100_CCNY	Spilogale_gracilis
ENSG00000108100_CCNY	Mirounga_angustirostris
ENSG00000108100_CCNY	Helogale_parvula
ENSG00000108100_CCNY	Prionailurus_bengalensis
ENSG00000108100_CCNY	Felis_catus
ENSG00000108100_CCNY	Mustela_putorius
ENSG00000108100_CCNY	Canis_familiaris
ENSG00000108175_ZMIZ1	Taxidea_taxus
ENSG00000108175_ZMIZ1	Otocyon_megalotis
ENSG00000108179_PPIF	Paradoxurus_hermaphroditus
ENSG00000108179_PPIF	Taxidea_taxus
ENSG00000108312_UBTF	Panthera_onca
ENSG00000108688_CCL7	Mirounga_angustirostris
ENSG00000108759_KRT32	Mungos_mungo
ENSG00000108759_KRT32	Hyaena_hyaena
ENSG00000108759_KRT32	Cryptoprocta_ferox
ENSG00000108759_KRT32	Pteronura_brasiliensis
ENSG00000108759_KRT32	Ursus_americanus
ENSG00000108759_KRT32	Procyon_lotor
ENSG00000108759_KRT32	Otocyon_megalotis
ENSG00000108846_ABCC3	Prionailurus_bengalensis
ENSG00000108846_ABCC3	Pteronura_brasiliensis
ENSG00000108846_ABCC3	Phoca_vitulina
ENSG00000108846_ABCC3	Odobenus_rosmarus
ENSG00000108846_ABCC3	Eumetopias_jubatus
ENSG00000109063_MYH3	Gulo_gulo
ENSG00000109184_DCUN1D4	Leptonychotes_weddellii
ENSG00000109424_UCP1	Vulpes_vulpes
ENSG00000109606_DHX15	Ailurus_fulgens
ENSG00000110042_DTX4	Nasua_narica
ENSG00000110042_DTX4	Panthera_onca
ENSG00000110042_DTX4	Taxidea_taxus
ENSG00000110042_DTX4	Ursus_arctos
ENSG00000110171_TRIM3	Gulo_gulo
ENSG00000110318_CEP126	Mellivora_capensis
ENSG00000110318_CEP126	Enhydra_lutris
ENSG00000110328_GALNT18	Proteles_cristatus
ENSG00000110328_GALNT18	Taxidea_taxus
ENSG00000110328_GALNT18	Pteronura_brasiliensis
ENSG00000110328_GALNT18	Ursus_americanus
ENSG00000110328_GALNT18	Ailurus_fulgens
ENSG00000110328_GALNT18	Arctocephalus_gazella
ENSG00000110328_GALNT18	Neomonachus_schauinslandi
ENSG00000110328_GALNT18	Mungos_mungo
ENSG00000110328_GALNT18	Canis_familiaris
ENSG00000110344_UBE4A	Mungos_mungo
ENSG00000110367_DDX6	Helogale_parvula
ENSG00000110455_ACCS	Helogale_parvula
ENSG00000110455_ACCS	Mellivora_capensis
ENSG00000110693_SOX6	Phoca_vitulina
ENSG00000110721_CHKA	Gulo_gulo
ENSG00000110881_ASIC1	Panthera_pardus
ENSG00000110881_ASIC1	Potos_flavus
ENSG00000110881_ASIC1	Leptonychotes_weddellii
ENSG00000110881_ASIC1	Odobenus_rosmarus
ENSG00000111046_MYF6	Canis_familiaris
ENSG00000111046_MYF6	Otocyon_megalotis
ENSG00000111245_MYL2	Arctocephalus_gazella
ENSG00000111276_CDKN1B	Lynx_pardinus
ENSG00000111344_RASAL1	Crocuta_Crocuta
ENSG00000111344_RASAL1	Helogale_parvula
ENSG00000111344_RASAL1	Paradoxurus_hermaphroditus
ENSG00000111596_CNOT2	Paradoxurus_hermaphroditus
ENSG00000111674_ENO2	Leptonychotes_weddellii
ENSG00000111711_GOLT1B	Nasua_narica
ENSG00000111846_GCNT2	Panthera_pardus
ENSG00000111846_GCNT2	Panthera_onca
ENSG00000111846_GCNT2	Felis_catus
ENSG00000111846_GCNT2	Acinonyx_jubatus
ENSG00000111846_GCNT2	Ailurus_fulgens
ENSG00000111875_ASF1A	Lynx_pardinus
ENSG00000111875_ASF1A	Mungos_mungo
ENSG00000111962_UST	Neomonachus_schauinslandi
ENSG00000112062_MAPK14	Phoca_vitulina
ENSG00000112186_CAP2	Prionailurus_bengalensis
ENSG00000112186_CAP2	Mellivora_capensis
ENSG00000112186_CAP2	Odobenus_rosmarus
ENSG00000112186_CAP2	Mirounga_angustirostris
ENSG00000112186_CAP2	Felis_catus
ENSG00000112249_ASCC3	Mellivora_capensis
ENSG00000112305_SMAP1	Manis_javanica
ENSG00000112333_NR2E1	Arctocephalus_gazella
ENSG00000112394_SLC16A10	Manis_javanica
ENSG00000112541_PDE10A	Ailurus_fulgens
ENSG00000112699_GMDS	Bassariscus_sumichrasti
ENSG00000112852_PCDHB2	Suricata_suricatta
ENSG00000112852_PCDHB2	Panthera_leo
ENSG00000112852_PCDHB2	Neomonachus_schauinslandi
ENSG00000113356_POLR3G	Spilogale_gracilis
ENSG00000113391_FAM172A	Potos_flavus
ENSG00000113597_TRAPPC13	Mellivora_capensis
ENSG00000113597_TRAPPC13	Potos_flavus
ENSG00000113758_DBN1	Prionailurus_bengalensis
ENSG00000114054_PCCB	Bassariscus_sumichrasti
ENSG00000114115_RBP1	Prionailurus_bengalensis
ENSG00000114115_RBP1	Neofelis_nebulosa
ENSG00000114115_RBP1	Taxidea_taxus
ENSG00000114115_RBP1	Ursus_maritimus
ENSG00000114115_RBP1	Phoca_vitulina
ENSG00000114115_RBP1	Cryptoprocta_ferox
ENSG00000114115_RBP1	Felis_catus
ENSG00000114115_RBP1	Odobenus_rosmarus
ENSG00000114126_TFDP2	Prionailurus_bengalensis
ENSG00000114279_FGF12	Ailuropoda_melanoleuca
ENSG00000114279_FGF12	Mirounga_angustirostris
ENSG00000114279_FGF12	Felis_catus
ENSG00000114279_FGF12	Panthera_pardus
ENSG00000114279_FGF12	Mustela_putorius
ENSG00000114279_FGF12	Canis_familiaris
ENSG00000114279_FGF12	Otocyon_megalotis
ENSG00000114279_FGF12	Odobenus_rosmarus
ENSG00000114487_MORC1	Potos_flavus
ENSG00000114503_NCBP2	Gulo_gulo
ENSG00000114503_NCBP2	Ailuropoda_melanoleuca
ENSG00000114503_NCBP2	Nasua_narica
ENSG00000114686_MRPL3	Pteronura_brasiliensis
ENSG00000114770_ABCC5	Phoca_vitulina
ENSG00000114859_CLCN2	Procyon_lotor
ENSG00000115361_ACADL	Bassariscus_sumichrasti
ENSG00000115423_DNAH6	Spilogale_gracilis
ENSG00000115594_IL1R1	Neovison_vison
ENSG00000115594_IL1R1	Leptonychotes_weddellii
ENSG00000115616_SLC9A2	Prionailurus_bengalensis
ENSG00000115616_SLC9A2	Neofelis_nebulosa
ENSG00000115616_SLC9A2	Potos_flavus
ENSG00000115616_SLC9A2	Otocyon_megalotis
ENSG00000115616_SLC9A2	Phoca_vitulina
ENSG00000115616_SLC9A2	Felis_catus
ENSG00000115616_SLC9A2	Odobenus_rosmarus
ENSG00000115875_SRSF7	Puma_concolor
ENSG00000115963_RND3	Canis_familiaris
ENSG00000116132_PRRX1	Manis_javanica
ENSG00000116157_GPX7	Vulpes_vulpes
ENSG00000116329_OPRD1	Panthera_tigris
